id,type,transect,area,height,lat,long
SN003,field,0,0.0484169075512,0.04296875,43.3004451789,-116.9899732749
SN004,field,0,0.130799209741781,0.3282470703125,43.3004826164,-116.9899070634
SN005,field,0,0.0426351263713514,0.1795654296875,43.3004943614,-116.9899070661
SN006,field,0,0.0826642664851533,0.195556640625,43.3004948585,-116.9899040404
SN007,field,0,0.192582619856694,0.4384765625,43.3006333743,-116.9898340208
SN008,field,0,0.0551792804435536,0.235595703125,43.3005669744,-116.9898195834
SN009,field,0,0.0436005553247014,0.1646728515625,43.3004674683,-116.9898217958
SN010,field,0,0.0989207373713725,0.295654296875,43.3006023899,-116.9894570584
SN011,field,0,0.0426120890815582,0.2486572265625,43.3011084901,-116.9892519675
SN012,field,0,0.0150882827947498,0.05224609375,43.3011082674,-116.9892423035
SN013,field,0,0.0834349219221622,0.09716796875,43.3011158395,-116.9892385118
SN014,field,0,0.0131277437858444,0.058837890625,43.3011276405,-116.9892242569
SN015,field,0,0.140661883364373,0.342041015625,43.3008247968,-116.9890061665
SN016,field,0,0.0767292646878559,0.283447265625,43.3007921266,-116.9889649083
SN017,field,0,0.120925578050446,0.2086181640625,43.3008816247,-116.9889414414
SN018,field,0,0.0454014715969606,0.1888427734375,43.3009167104,-116.988900771
SN019,field,0,0.0188207994276581,0.0732421875,43.3009189222,-116.988897045
SN020,field,0,0.0555551174657012,0.24658203125,43.3009283385,-116.9888799256
SN021,field,0,0.0495186364114488,0.2841796875,43.3009521048,-116.9889134374
SN022,field,0,0.0251879913157609,0.13525390625,43.3009582669,-116.9889278549
SN023,field,0,0.0238153199707085,0.027099609375,43.3009634229,-116.9889175235
SN025,field,0,0.0116930129145203,0.18505859375,43.3009664502,-116.9889164744
SN026,field,0,0.04004077966556,0.2420654296875,43.3009676443,-116.9889166674
SN027,field,0,0.024993117754093,0.2064208984375,43.3010799067,-116.9889782516
SN028,field,0,0.0206509286942946,0.181884765625,43.301091567,-116.9889805244
SN029,field,0,0.018006140514899,0.085205078125,43.3011116685,-116.9889917637
SN030,field,0,0.0116111224015185,-0.0018310546875,43.3012297048,-116.9891650984
SN031,field,0,0.0107378214443088,0.0709228515625,43.3011684539,-116.9892518313
SN034,field,1,0.0904589351935101,0.2730712890625,43.3005549893,-116.9896176454
SND101,digit,3,0.508683255105097,0.3846435546875,43.3008120362339,-116.989478421253
SND102,digit,3,0.299333314543674,0.436279296875,43.3008551244535,-116.989491249564
SNS1,segment,0,0.00629999997181585,0.121337890625,43.3012663068763,-116.989950606425
SNS2,segment,0,0.0105999999686901,0.241455078125,43.3012662146957,-116.988951087275
SNS3,segment,0,0.0152000000207408,0.2208251953125,43.3012662080777,-116.988882784129
SNS4,segment,0,0.0571000000672939,0.2918701171875,43.3012654912018,-116.988918785196
SNS5,segment,0,0.219500000033804,0.7037353515625,43.3012653123987,-116.988932100643
SNS6,segment,0,0.0275000000456203,0.186767578125,43.3012648691833,-116.989004842341
SNS7,segment,0,0.125599999947553,0.478515625,43.3012648657409,-116.988969087987
SNS8,segment,0,0.0868000000291431,0.52392578125,43.3012647902186,-116.98912073578
SNS9,segment,0,0.0336999999599357,0.20849609375,43.3012646250502,-116.989278794713
SNS10,segment,0,0.0144999999711217,0.1356201171875,43.301264067666,-116.989097803806
SNS11,segment,0,0.00970000004144822,0.1082763671875,43.3012633625535,-116.989259068395
SNS12,segment,0,0.0121000000217464,0.1221923828125,43.3012633485065,-116.989110502894
SNS13,segment,0,0.0359000000007654,0.2174072265625,43.301262626822,-116.989096694445
SNS14,segment,0,0.0963999999648877,0.3543701171875,43.3012625169523,-116.988890675417
SNS15,segment,0,0.0169000000050801,0.1448974609375,43.3012623867331,-116.989416634302
SNS16,segment,0,0.0113000000010288,0.1209716796875,43.3012620006158,-116.989139969653
SNS17,segment,0,0.0630999999857522,0.1185302734375,43.3012616400331,-116.989135777828
SNS18,segment,0,0.0884999999470892,0.3387451171875,43.3012607670198,-116.989428717088
SNS19,segment,0,0.0128000000067914,0.2005615234375,43.301260179863,-116.989906592594
SNS20,segment,0,0.0260999999591149,0.1829833984375,43.301259929613,-116.989140586476
SNS21,segment,0,0.0871000000370259,0.420654296875,43.3012599120965,-116.988957622832
SNS22,segment,0,0.0825999998269253,0.4111328125,43.301259839321,-116.989137997384
SNS23,segment,0,0.275699999973767,0.5928955078125,43.3012589159324,-116.988899183142
SNS24,segment,0,0.0515000000596046,0.25634765625,43.3012580498541,-116.989259315912
SNS25,segment,0,0.00890000002800662,0.1058349609375,43.3012579021716,-116.989610201735
SNS26,segment,0,0.00890000002527813,0.103759765625,43.3012568549292,-116.989983649932
SNS27,segment,0,0.049399999954403,0.29296875,43.3012565873528,-116.989029995169
SNS28,segment,0,0.0113000000519605,0.121337890625,43.3012556481917,-116.989579132823
SNS29,segment,0,0.0353999999833832,0.301025390625,43.3012555793683,-116.988849250952
SNS30,segment,0,0.042799999961062,0.2625732421875,43.3012550916597,-116.989402210537
SNS31,segment,0,0.00520000000778964,0.2613525390625,43.3012545953032,-116.989887360144
SNS32,segment,0,0.319700000103694,0.6383056640625,43.3012545216342,-116.989085846298
SNS33,segment,0,0.0137000000022454,0.128662109375,43.3012542082168,-116.989587516847
SNS34,segment,0,0.00970000003235327,0.1124267578125,43.3012541821327,-116.989304810919
SNS35,segment,0,0.0734000000657034,0.1517333984375,43.3012536160783,-116.989032584811
SNS36,segment,0,0.532299999706083,0.8419189453125,43.3012524542953,-116.989124929868
SNS37,segment,0,0.010899999952926,0.1190185546875,43.301252081468,-116.989972061376
SNS38,segment,0,0.0189000000227679,0.232177734375,43.3012520759601,-116.989909429624
SNS39,segment,0,0.0719999999982974,0.331787109375,43.3012510397088,-116.98940356744
SNS40,segment,0,0.00889999996979896,0.1024169921875,43.3012509064471,-116.989921758902
SNS41,segment,0,0.0100999999904161,0.1162109375,43.3012508120452,-116.989872442578
SNS42,segment,0,0.0412999999880412,0.23291015625,43.3012508086329,-116.989833975834
SNS43,segment,0,0.403299999340561,0.7708740234375,43.301250103439,-116.989023831792
SNS44,segment,0,0.0176999999857799,0.1236572265625,43.3012500002267,-116.988887472134
SNS45,segment,0,0.0109000000084052,0.220703125,43.3012500032767,-116.989891059631
SNS46,segment,0,0.00889999997252744,0.1024169921875,43.3012494494861,-116.989739288691
SNS47,segment,0,0.0639999998966232,0.2940673828125,43.3012493787546,-116.988978954055
SNS48,segment,0,0.00719999998091225,0.10498046875,43.3012483832085,-116.989899690258
SNS49,segment,0,0.111399999942478,0.400634765625,43.3012478475899,-116.988975009024
SNS50,segment,0,0.0192999999562744,0.157958984375,43.3012477972706,-116.989395184226
SNS51,segment,0,0.014500000008411,0.1348876953125,43.3012476942116,-116.989255742301
SNS52,segment,0,0.0661999999720138,0.12548828125,43.3012473128836,-116.989032955817
SNS53,segment,0,0.0183000000288303,0.1527099609375,43.3012472055814,-116.988854430697
SNS54,segment,0,0.0274000000263186,0.299072265625,43.3012472116064,-116.989888347695
SNS55,segment,0,0.035699999982171,0.214599609375,43.3012469532071,-116.989038257388
SNS56,segment,0,0.0256999999564869,0.1829833984375,43.3012464466584,-116.989396047497
SNS57,segment,0,0.0314999999827705,0.2723388671875,43.3012457758892,-116.9899453083
SNS58,segment,0,0.019300000027215,0.157470703125,43.3012457205694,-116.989334525494
SNS59,segment,0,0.0348999999614534,0.2095947265625,43.3012456813776,-116.989894635781
SNS60,segment,0,0.0148999999892112,0.140380859375,43.3012456344012,-116.989376197813
SNS61,segment,0,0.00970000000415894,0.1082763671875,43.3012453735058,-116.989476186728
SNS62,segment,0,0.0277000000160115,0.1845703125,43.3012452763214,-116.989398883389
SNS63,segment,0,0.0420999999569176,0.2288818359375,43.3012452391828,-116.989005462333
SNS64,segment,0,0.0106999999661639,0.1185302734375,43.3012446083078,-116.989979706636
SNS65,segment,0,0.327000000084809,0.65380859375,43.301244257749,-116.989100273162
SNS66,segment,0,0.0340999999752967,0.20751953125,43.3012439782405,-116.989002380289
SNS67,segment,0,0.0128999999815278,0.1270751953125,43.3012435725829,-116.989476187038
SNS68,segment,0,0.356599999829086,0.679931640625,43.3012425246345,-116.988869349743
SNS69,segment,0,0.0416000000632266,0.2308349609375,43.3012421766654,-116.988995599618
SNS70,segment,0,0.0080999999991036,0.1016845703125,43.3012420865944,-116.989974898708
SNS71,segment,0,0.00970000002598681,0.111083984375,43.3012417188044,-116.988916570278
SNS72,segment,0,0.32810000003883,0.6478271484375,43.3012415585006,-116.989122712575
SNS73,segment,0,0.00970000000143045,0.10888671875,43.3012413686962,-116.990003132426
SNS74,segment,0,0.0348999999487205,0.2100830078125,43.3012410963252,-116.988997819048
SNS75,segment,0,0.0243999999793232,0.2081298828125,43.3012408184499,-116.989889704953
SNS76,segment,0,0.0108999999556545,0.1173095703125,43.3012403807597,-116.989047875253
SNS77,segment,0,0.0240000000412692,0.19287109375,43.3012399214037,-116.989928418422
SNS78,segment,0,0.0322000000141998,0.2020263671875,43.3012395615122,-116.989931747333
SNS79,segment,0,0.01769999996759,0.1495361328125,43.3012387457743,-116.989871458255
SNS80,segment,0,0.164700000002995,0.47412109375,43.3012378526222,-116.988976613611
SNS81,segment,0,0.0516999999781547,0.2757568359375,43.3012377949669,-116.98931800591
SNS82,segment,0,0.0544000000127198,0.26123046875,43.3012362330653,-116.989968858419
SNS83,segment,0,0.0790999999699125,0.319580078125,43.3012358903775,-116.989173139531
